date,product,transactions,h,yhat,model
2025-03-20,Cortado,1.0,4,0.5711263289612318,lgbm_direct
2025-03-20,Espresso,1.0,4,0.669390615256252,lgbm_direct
2025-03-20,Hot Chocolate,1.0,4,1.7233479126255933,lgbm_direct
2025-03-20,Latte,1.0,4,3.955725904316402,lgbm_direct
2025-03-21,Americano,7.0,5,4.908410496055051,lgbm_direct
2025-03-21,Americano with Milk,2.0,5,2.7173024139633886,lgbm_direct
2025-03-21,Cappuccino,4.0,5,2.3564307693774436,lgbm_direct
2025-03-21,Cocoa,0.0,5,1.3361465913073003,lgbm_direct
2025-03-21,Cortado,0.0,5,0.5793966804639006,lgbm_direct
2025-03-21,Espresso,0.0,5,0.38048628757854175,lgbm_direct
2025-03-21,Hot Chocolate,1.0,5,0.9667597859985273,lgbm_direct
2025-03-21,Latte,6.0,5,3.358579697546844,lgbm_direct
2025-03-22,Americano,2.0,6,6.10796896645122,lgbm_direct
2025-03-22,Americano with Milk,6.0,6,2.2205197567351944,lgbm_direct
2025-03-22,Cappuccino,0.0,6,2.379046267281036,lgbm_direct
2025-03-22,Cocoa,1.0,6,1.6345402132676083,lgbm_direct
2025-03-22,Cortado,0.0,6,0.7141488116856286,lgbm_direct
2025-03-22,Espresso,1.0,6,0.8750586240631805,lgbm_direct
2025-03-22,Hot Chocolate,1.0,6,1.7777154913264606,lgbm_direct
2025-03-22,Latte,1.0,6,3.0041188529208394,lgbm_direct
2025-03-23,Americano,1.0,7,2.957686020241341,lgbm_direct
2025-03-23,Americano with Milk,0.0,7,1.0364655302016788,lgbm_direct
2025-03-23,Cappuccino,1.0,7,1.6642991655276764,lgbm_direct
2025-03-23,Cocoa,2.0,7,0.6828471064031086,lgbm_direct
2025-03-23,Cortado,0.0,7,0.27262247295037073,lgbm_direct
2025-03-23,Espresso,0.0,7,0.24429605953941236,lgbm_direct
2025-03-23,Hot Chocolate,0.0,7,0.5038561896942726,lgbm_direct
2025-03-23,Latte,2.0,7,1.851205082062033,lgbm_direct
